Year,Month,Day,Hour,Date/Time,Biomass,Hydro,Wind onshore,Wind offshore,PV,Nuclear,Lignite,Hard Coal,Natural Gas,Hydro pump,Others,Consumption,Exportsaldo,Imports,Exports,DE>SE,SE>DE,DE>AT,AT>DE,DE>CH,CH>DE,DE>CZ,CZ>DE,DE>DK,DK>DE,DE>FR,FR>DE,DE>NL,NL>DE,DE>PL,PL>DE,DE>LX,LX>DE,DE>NO,NO>DE,DE>BE,BE>DE,Day-Ahead Spotpreis €/MWh,Emissions of power production t CO2,Emission factor g/kWh
2022,1,1,1,01.01.2022 00:00,5065,2011,25461,6047,0,3302,3743,1945,5190,471,2906,47472,8669,2116,10785,0,314,932,53,800,94,200,21,1787,515,3419,349,780,21,87,216,357,16,1361,0,1062,517,50.1,11974,225
2022,1,1,2,01.01.2022 01:00,5046,2082,24403,5843,0,3345,3727,1955,5082,521,2904,46530,8378,1881,10260,0,0,589,103,800,430,361,0,1480,261,3590,400,1033,50,90,285,338,17,1361,0,618,335,41,11921,229
2022,1,1,3,01.01.2022 02:00,5033,2014,23231,5613,0,3342,3673,1939,5079,466,2889,45412,7867,3219,11085,0,30,333,149,798,441,428,195,1484,927,4681,195,1085,150,96,437,323,10,1361,0,496,685,43,11824,234
2022,1,1,4,01.01.2022 03:00,5025,1993,22004,5444,0,3340,3683,1930,5100,191,2883,45373,6219,5972,12191,0,563,122,127,799,527,719,530,1707,1048,4577,728,1396,352,117,1050,317,5,1400,0,1037,1042,45,11826,241
2022,1,1,5,01.01.2022 04:00,5014,2054,20617,5652,0,3340,3718,1920,5105,114,2871,45376,5029,5090,10119,0,0,667,85,725,609,625,654,1315,633,3341,153,1167,789,109,1050,316,0,1400,0,454,1117,38,11840,246
2022,1,1,6,01.01.2022 05:00,5007,2028,19562,4588,0,3345,3959,1921,5093,82,2882,44043,4423,3851,8274,0,0,776,57,734,568,642,642,1200,639,2727,63,338,316,105,1050,318,7,1400,0,34,509,40,12122,262
2022,1,1,7,01.01.2022 06:00,4996,1974,19254,4565,0,3341,4074,1937,5093,77,2888,44039,4158,3195,7354,0,0,639,78,770,474,267,713,1261,339,2429,150,220,28,36,926,298,4,1400,0,34,483,41,12271,267
2022,1,1,8,01.01.2022 07:00,4996,1976,17974,4908,1,3327,4067,2252,5101,77,2903,44398,3183,3910,7093,0,0,653,82,800,453,1,1028,1514,451,1853,200,327,13,36,895,309,0,1400,1,200,787,43,12546,277
2022,1,1,9,01.01.2022 08:00,5008,2001,16613,4223,277,3341,4185,2335,5233,149,2900,44081,2183,4206,6389,0,0,568,24,800,205,296,1250,1442,451,1391,150,50,167,82,1250,325,3,1400,0,35,706,50,12789,291
2022,1,1,10,01.01.2022 09:00,5005,1996,15475,4263,2123,3328,4424,2348,5157,146,2888,45662,1492,4248,5740,0,0,737,18,856,56,406,1200,1234,390,471,149,52,455,6,1300,335,2,1399,0,244,678,70,13020,291
2022,1,1,11,01.01.2022 10:00,5011,1997,13929,4098,4734,3337,4597,2331,5280,264,2884,47646,816,5595,6410,0,0,891,0,874,255,260,789,1102,534,1470,1982,4,766,55,268,346,0,1400,0,8,1001,77,13238,289
2022,1,1,12,01.01.2022 11:00,5023,2016,11834,4314,7131,3341,4649,2410,5287,173,2877,50325,-1272,7138,5866,0,0,407,87,923,675,445,1033,1230,177,723,2650,0,1500,367,13,362,0,1400,0,9,1003,84,13351,288
2022,1,1,13,01.01.2022 12:00,5022,1991,10239,5052,8318,3345,4733,2596,5284,338,2879,51046,-1249,5465,4216,0,0,407,208,850,387,447,1262,633,203,42,2007,31,263,0,146,369,0,1396,0,41,989,95,13599,290
2022,1,1,14,01.01.2022 13:00,5047,2006,8860,5589,7296,3341,4456,2622,5192,877,2881,50122,-1957,6198,4241,0,0,173,208,908,469,490,1282,603,98,0,2201,61,928,254,53,358,0,1361,0,33,959,97,13280,296
2022,1,1,15,01.01.2022 14:00,5051,2055,8270,5957,4963,3305,5157,2794,5294,1485,2873,48872,-1669,7447,5778,0,0,504,62,1171,570,306,1098,836,281,900,3039,178,1508,173,0,349,0,1361,0,0,889,97,14227,329
2022,1,1,16,01.01.2022 15:00,5067,2055,8686,6108,1981,3342,6692,3174,5305,2143,2875,49079,-1650,10421,8771,0,0,2277,0,1185,445,973,2064,1760,1137,859,4772,0,896,0,103,356,4,1361,0,0,1000,101,16253,379
2022,1,1,17,01.01.2022 16:00,5069,1972,10575,6176,162,3343,7400,3634,5283,3061,2892,50412,-844,10390,9546,0,0,2280,0,1155,685,551,1758,872,614,1914,4888,0,761,1034,422,379,6,1361,256,0,1000,127,17436,396
2022,1,1,18,01.01.2022 17:00,5077,1973,12817,6149,0,3347,7754,3838,5275,3710,2891,53079,-248,6103,5855,0,0,1170,23,811,452,309,741,899,497,1083,2972,107,669,248,0,396,6,805,0,27,743,150,17990,387
2022,1,1,19,01.01.2022 18:00,5078,1963,14788,6118,0,3349,7962,3984,5267,4329,2904,53432,2310,3677,5987,0,0,1546,0,781,271,254,724,622,635,837,1398,606,74,292,0,409,8,358,0,282,567,146,18358,376
2022,1,1,20,01.01.2022 19:00,5080,1954,16752,6155,0,3348,7567,3789,5303,3898,2906,52503,4250,2015,6265,0,0,1652,0,847,168,59,515,635,584,601,84,524,239,83,0,393,10,973,24,498,391,140,17776,354
2022,1,1,21,01.01.2022 20:00,5078,1974,17699,6304,0,3350,6607,3410,5307,3296,2908,50992,4942,2414,7356,0,0,1896,1,891,103,216,461,475,885,661,88,575,135,407,235,371,11,1361,33,503,462,122,16402,327
2022,1,1,22,01.01.2022 21:00,5069,1971,18176,6547,0,3350,5945,2987,5261,1367,2909,49721,3863,3147,7010,0,0,2152,4,889,102,338,360,304,1418,585,329,635,415,27,0,359,10,1361,8,360,501,103,15307,308
2022,1,1,23,01.01.2022 22:00,5066,2058,18472,6820,0,3355,5981,2502,5253,1649,2926,50051,4031,3152,7183,0,253,1870,24,934,134,123,358,15,1364,1435,630,642,77,21,64,394,8,1361,78,388,162,97,14975,300
2022,1,1,24,01.01.2022 23:00,5058,1968,18709,7013,0,3352,4776,2325,5197,727,2922,47563,4483,4834,9317,0,495,2178,45,869,115,547,713,8,1318,2060,894,565,246,900,580,379,5,1361,71,450,352,85,13461,275
2022,1,2,1,02.01.2022 00:00,5044,1947,18812,7023,0,3316,3834,2163,5175,221,2915,46587,3863,3539,7401,0,615,3195,32,805,8,86,411,18,1301,1227,0,0,920,369,0,351,6,1324,0,26,246,57,12261,256
2022,1,2,2,02.01.2022 01:00,5029,1988,18615,6913,0,3181,3853,2109,5126,246,2900,45199,4761,3565,8326,0,615,2661,56,804,5,137,437,7,1292,2317,150,280,466,465,23,331,9,1324,0,0,512,53,12197,257
2022,1,2,3,02.01.2022 02:00,5028,2055,17862,6863,0,3267,3700,2091,5130,257,2898,44739,4411,3996,8407,0,615,2588,14,848,54,393,127,114,1359,1602,320,756,808,371,0,319,16,1324,0,92,683,49,12010,257
2022,1,2,4,02.01.2022 03:00,5008,2065,18724,6347,0,3321,3634,2093,5124,251,2894,43786,5674,3201,8875,0,356,2799,39,892,150,689,0,640,1285,1549,0,443,909,7,0,315,24,1324,0,217,438,35,11930,254
2022,1,2,5,02.01.2022 04:00,4984,2070,17589,6108,0,3338,3635,2113,5130,219,2880,43124,4940,2906,7846,0,0,2185,66,796,169,477,0,778,472,1000,156,722,1340,149,0,315,19,1324,0,100,684,30,11927,261
2022,1,2,6,02.01.2022 05:00,4952,2060,17729,6391,0,3334,3645,2105,5133,219,2892,43873,4587,3560,8147,0,0,2364,126,774,154,522,34,939,391,1038,492,650,1557,197,0,319,17,1324,0,20,789,34,11952,259
2022,1,2,7,02.01.2022 06:00,4944,1960,18686,6071,0,3328,3627,2123,5146,181,2877,43413,5531,2798,8329,0,0,2785,29,801,14,703,65,1279,458,823,293,128,1100,170,0,308,32,1324,0,8,807,35,11928,256
2022,1,2,8,02.01.2022 07:00,4935,1912,20369,5438,1,3359,3646,2131,5171,231,2887,42754,7326,1958,9284,0,0,3349,1,802,2,866,101,953,201,1350,69,154,871,48,0,323,37,1324,0,115,676,42,11980,251
2022,1,2,9,02.01.2022 08:00,4955,1921,22450,5687,405,3342,3800,1976,5235,893,2885,45849,7700,2543,10243,0,0,4110,0,800,0,836,71,1133,329,1403,447,126,830,175,0,330,38,1324,0,6,828,49,12046,239
2022,1,2,10,02.01.2022 09:00,4963,1921,23388,5159,2274,3356,3794,2019,5145,1663,2876,48950,7608,2098,9706,0,0,4270,0,815,16,1012,0,1142,346,403,625,64,231,299,0,331,49,1324,0,46,831,60,12028,229
2022,1,2,11,02.01.2022 10:00,4972,1936,24639,5493,4508,3344,3761,2088,5143,1477,2877,51077,9161,1227,10388,0,0,3751,0,800,0,1215,0,1026,98,576,360,549,0,264,0,337,49,1324,0,546,720,70,12048,214
2022,1,2,12,02.01.2022 11:00,4985,1928,26438,6186,5808,3368,3657,2100,5105,1385,2881,53852,9990,1501,11490,0,0,3826,0,803,3,1285,0,1329,78,668,834,554,0,815,0,361,54,1324,0,525,532,66,11934,200
2022,1,2,13,02.01.2022 12:00,4998,1970,28674,6402,5784,3362,3704,2119,5102,1024,2885,54858,11168,719,11887,0,0,4013,0,893,93,1419,30,1475,47,518,187,726,0,771,0,377,48,1324,0,371,314,65,12008,193
2022,1,2,14,02.01.2022 13:00,5010,1924,29941,6049,4403,3353,3672,2114,5109,555,2885,54678,10339,1371,11710,0,0,4695,82,910,110,600,0,1774,14,501,731,591,0,600,0,349,36,1324,0,366,398,47,11970,194
2022,1,2,15,02.01.2022 14:00,5023,1934,31424,5746,3062,3350,3681,2088,5100,333,2890,53639,10991,570,11561,315,0,4902,6,800,0,450,0,1804,0,118,527,444,0,450,0,340,37,1324,0,614,0,40,11962,194
2022,1,2,16,02.01.2022 15:00,5032,1933,32862,5895,1223,3347,3663,2178,5089,249,2911,53112,11270,1263,12533,315,0,6253,0,800,0,300,0,1827,0,0,1220,107,0,300,0,346,43,1324,0,961,0,29,12045,196
2022,1,2,17,02.01.2022 16:00,5041,2004,34039,6376,68,3342,3672,2239,5078,266,2914,54854,10187,1565,11751,315,0,5324,0,800,0,300,0,1788,0,20,1463,269,46,300,0,367,45,1324,0,944,11,33,12105,195
2022,1,2,18,02.01.2022 17:00,5034,1908,35686,6435,0,3343,3851,2320,5024,633,2909,57865,9278,1911,11189,315,0,4369,0,800,0,472,0,1759,0,0,1834,610,10,428,0,390,48,1324,0,722,19,43,12343,194
2022,1,2,19,02.01.2022 18:00,5046,1976,36386,6615,0,3326,3853,2291,5042,1020,2910,58049,10415,953,11368,315,0,4547,0,800,0,650,0,1739,0,26,904,710,0,650,0,405,49,1324,0,202,0,61,12330,191
2022,1,2,20,02.01.2022 19:00,5042,2052,34843,6810,0,3322,3764,2275,5047,1264,2909,55844,11485,263,11748,315,0,4925,5,800,0,931,0,1658,0,2,204,755,0,569,0,387,54,1324,0,82,0,61,12219,193
2022,1,2,21,02.01.2022 20:00,5036,1993,33737,7033,0,3321,3781,2218,5090,1356,2909,54705,11769,152,11921,0,0,4866,71,800,0,811,0,1650,0,639,0,953,22,389,0,355,59,1324,0,134,0,54,12206,196
2022,1,2,22,02.01.2022 21:00,5043,1929,32129,6759,0,3304,3691,2117,5041,1101,2912,53136,10890,219,11109,0,0,4050,79,800,0,1067,33,830,13,730,0,773,16,1100,0,335,59,1324,0,100,19,46,12010,199
2022,1,2,23,02.01.2022 22:00,5028,1934,30438,6110,0,3353,3690,2083,5161,1342,2927,51892,10174,419,10594,0,0,3429,56,800,0,929,0,806,176,1732,75,1007,19,132,0,373,59,1324,0,62,34,46,12050,207
2022,1,2,24,02.01.2022 23:00,5024,1889,29659,6037,0,3346,3704,2044,4988,795,2918,50281,10123,1336,11459,0,0,4206,0,800,0,400,14,809,0,2387,25,564,641,400,0,348,58,1324,0,221,598,33,11955,209
2022,1,3,1,03.01.2022 00:00,5004,1929,28798,6320,0,3337,3864,1997,5111,181,2900,49251,10189,471,10660,315,0,4500,42,800,0,300,0,1636,0,2051,9,442,142,300,0,316,56,0,0,0,222,0,12113,213
2022,1,3,2,03.01.2022 01:00,4974,1985,27118,6117,0,3276,4180,1964,5005,236,2881,48896,8840,1532,10371,315,0,4508,36,799,0,450,0,1686,0,1156,442,517,0,450,0,294,56,22,0,174,998,0,12370,225
2022,1,3,3,03.01.2022 02:00,4953,2040,26319,5766,0,3144,4055,1931,5032,281,2858,48650,7729,3317,11046,315,0,4477,22,800,1,300,0,1706,0,1578,2240,609,0,300,0,288,54,196,0,477,1000,0,12177,227
2022,1,3,4,03.01.2022 03:00,4940,2000,25204,5775,0,3099,4068,1934,5044,163,2859,47668,7420,2881,10300,315,0,4509,38,800,2,300,0,1737,0,1139,1690,635,82,300,0,288,52,120,0,157,1017,-1,12199,232
2022,1,3,5,03.01.2022 04:00,4926,2052,26904,5842,0,3120,4218,1957,4999,137,2854,49264,7745,2209,9954,315,0,4536,36,800,1,300,0,1788,47,1070,688,0,360,300,0,299,50,53,26,493,1001,-1,12361,227
2022,1,3,6,03.01.2022 05:00,4917,1980,30641,6157,0,3330,4523,2117,5089,249,2854,52184,9674,1460,11133,315,0,4518,6,800,50,300,0,1679,42,2389,768,200,214,300,0,347,48,0,0,285,332,0,12865,218
2022,1,3,7,03.01.2022 06:00,4911,1957,36039,6249,0,3328,5304,2457,5412,525,2781,58186,10778,1444,12222,0,0,5820,96,800,500,300,0,897,79,2364,275,31,357,300,0,381,47,600,0,729,90,38,14016,214
2022,1,3,8,03.01.2022 07:00,4923,2015,37749,6129,1,3334,6049,2950,6234,919,2700,62442,10560,1179,11739,0,0,4359,210,800,500,335,0,671,238,3425,75,656,0,266,0,453,45,109,24,665,87,89,15423,224
2022,1,3,9,03.01.2022 08:00,4933,1993,36787,6133,173,3340,7579,3343,6841,1667,2699,66363,9125,5057,14182,0,0,3845,165,800,500,600,499,529,758,5402,1980,2244,0,0,0,498,41,264,114,0,1000,123,17670,250
2022,1,3,10,03.01.2022 09:00,4952,1957,35896,6095,1651,3344,8875,3393,6914,2245,2684,66662,11343,3016,14359,0,0,4163,178,800,500,300,0,676,60,5089,1216,2223,0,300,0,510,43,298,19,0,1000,110,19157,264
2022,1,3,11,03.01.2022 10:00,4957,1939,35998,5723,3779,3349,9419,3416,7023,1525,2691,67973,11845,967,12812,0,0,4171,20,800,500,550,0,970,282,3518,64,928,0,550,0,520,43,392,58,413,0,93,19833,265
2022,1,3,12,03.01.2022 11:00,4961,1935,36718,5710,5150,3497,9445,3412,6896,771,2701,70464,10732,1129,11861,0,0,4262,4,800,500,450,0,720,539,2934,12,712,21,450,0,536,44,0,0,997,9,91,19828,258
2022,1,3,13,03.01.2022 12:00,4993,1955,36561,5697,5324,3915,9536,3275,6811,1021,2731,71318,10499,1326,11825,0,0,4286,50,800,500,300,0,653,679,3223,50,729,1,300,0,539,44,0,0,995,2,82,19831,257
2022,1,3,14,03.01.2022 13:00,5020,1903,35913,5704,4249,4037,9775,3178,6890,720,2692,70494,9587,2428,12015,0,0,4610,73,800,500,300,0,795,787,2894,1022,819,4,300,0,525,40,0,0,972,2,81,19989,263
2022,1,3,15,03.01.2022 14:00,5030,1939,34750,5713,2869,4044,10276,3181,6889,693,2745,69318,8810,2421,11230,0,0,4342,4,800,500,327,0,271,755,3004,1073,752,3,273,0,524,41,0,0,937,45,81,20630,279
2022,1,3,16,03.01.2022 15:00,5033,1926,33107,5718,1063,4042,11375,3300,6906,1539,2758,67877,8890,3375,12265,0,0,4463,78,800,500,617,14,361,1125,3076,1508,1098,20,383,82,520,39,0,0,947,9,98,21978,306
2022,1,3,17,03.01.2022 16:00,5053,1887,32621,5723,56,4045,11908,3875,6947,2322,2815,68235,9018,4202,13220,0,198,3921,44,800,500,1374,190,613,1341,3235,1832,1512,22,226,0,525,42,0,0,1014,33,124,23135,323
2022,1,3,18,03.01.2022 17:00,5069,1897,32114,5668,0,4047,11979,4130,7064,3811,2844,69344,9279,4835,14114,0,316,3040,18,800,1300,1444,513,779,1326,4827,915,1688,40,88,59,539,48,0,241,909,59,148,23498,329
2022,1,3,19,03.01.2022 18:00,5075,1989,32002,5511,0,4047,12170,4210,7024,3397,2841,68708,9557,3639,13196,0,168,2457,1,800,1300,1521,442,569,1398,4993,3,1288,0,28,226,540,46,0,55,1000,0,138,23758,332
2022,1,3,20,03.01.2022 19:00,5076,2012,30498,5519,0,4051,12437,4082,6970,2607,2801,67159,8894,3399,12293,0,238,2493,5,800,900,1843,670,235,1342,4350,0,1030,0,27,202,515,42,0,0,1000,0,118,23881,341
2022,1,3,21,03.01.2022 20:00,5078,1998,28603,5218,0,4052,12676,4211,6804,1585,2802,63146,9880,3083,12963,0,316,2344,1,800,501,1593,201,0,1264,5011,399,1709,0,24,365,482,36,0,0,1000,0,118,24190,354
2022,1,3,22,03.01.2022 21:00,5060,2031,27048,5193,0,4053,12464,4347,6909,1079,2838,61576,9445,3111,12556,0,316,2566,100,800,500,1312,386,0,813,4246,374,1781,115,25,474,447,29,377,1,1002,3,96,24157,361
2022,1,3,23,03.01.2022 22:00,5053,1923,24730,5543,0,4059,12397,4624,6545,336,2865,59886,8188,3722,11909,0,615,2428,92,798,502,817,419,132,717,3844,657,1874,188,14,445,462,20,536,54,1004,13,106,24215,374
2022,1,3,24,03.01.2022 23:00,5037,1911,22829,5396,0,4063,12453,4468,6283,121,2865,56168,9258,3616,12874,0,615,1686,16,800,502,923,223,186,592,4832,857,2096,223,24,529,427,4,883,13,1017,42,95,24054,385
2022,1,4,1,04.01.2022 00:00,5052,2009,21181,5351,0,4059,13169,4388,5947,108,2867,53701,10430,2875,13305,0,615,2497,32,800,501,738,14,400,585,4988,337,1943,32,1,723,406,1,600,0,932,35,104,24654,402
2022,1,4,2,04.01.2022 01:00,5044,2120,20157,4906,0,4062,13007,4259,5968,77,2810,54006,8403,3849,12251,0,615,2428,133,800,502,1161,57,396,585,3293,956,1740,158,0,613,382,5,1200,0,851,225,108,24303,407
2022,1,4,3,04.01.2022 02:00,5027,2139,18927,3996,0,4064,12531,3794,5901,93,2853,53197,6128,4305,10433,0,615,1970,77,800,504,900,136,358,585,2027,1570,1609,227,0,417,368,11,1399,0,1002,163,106,23438,414
2022,1,4,4,04.01.2022 03:00,5010,2108,17804,3469,0,4064,12601,4077,6005,85,2785,52533,5472,3517,8989,0,615,1932,57,800,556,974,33,315,594,626,835,1593,158,46,563,365,0,1336,0,1002,106,103,23677,428
2022,1,4,5,04.01.2022 04:00,5004,2040,16315,2667,0,4064,13146,4801,6358,155,2777,52718,4607,3244,7851,0,615,2133,1,800,559,860,32,120,611,279,419,1520,257,25,652,374,0,736,0,1004,98,103,24992,458
2022,1,4,6,04.01.2022 05:00,4999,1896,15314,2534,0,4060,13214,6126,6767,134,2819,54552,3312,5282,8594,0,615,3065,0,800,551,868,718,273,1221,357,800,1648,35,30,1319,408,0,136,0,1009,23,114,26347,479
2022,1,4,7,04.01.2022 06:00,5000,1931,14240,3122,0,4059,13555,8085,8000,320,2931,57971,3273,4933,8206,0,615,3475,11,781,531,422,211,353,1471,670,770,1533,281,0,545,448,0,0,464,524,34,157,28903,498
2022,1,4,8,04.01.2022 07:00,5002,2003,13386,3356,0,4059,13535,9853,9033,985,3061,61977,2297,4762,7059,0,15,2764,0,724,509,681,361,484,1354,496,533,1133,0,30,872,516,0,0,1064,231,54,183,30896,513
2022,1,4,9,04.01.2022 08:00,5017,2064,12656,3290,70,4061,13610,10268,10161,3089,3083,64352,3016,6360,9376,0,311,2904,238,724,711,103,321,452,1794,2946,1228,1269,0,4,264,548,0,0,1400,426,93,179,31769,520
2022,1,4,10,04.01.2022 09:00,5031,2049,11999,2852,562,4063,13617,10694,10686,4409,3117,65588,3492,4676,8167,0,315,2649,0,699,624,118,332,441,1542,1464,422,1812,31,23,0,558,1,0,1400,403,9,190,32370,527
2022,1,4,11,04.01.2022 10:00,5039,2039,11821,3588,1350,4062,13639,10894,10778,4957,3149,67684,3631,5490,9120,0,279,2503,147,689,657,192,165,631,1667,1596,1168,2010,0,245,0,571,0,0,1400,683,7,190,32641,518
2022,1,4,12,04.01.2022 11:00,5052,1990,12108,3546,2102,4060,13737,11060,10752,3732,3151,68889,2401,5013,7414,0,256,1967,124,795,602,255,145,151,1549,2039,931,874,0,116,0,578,0,0,1400,639,6,182,32880,512
2022,1,4,13,04.01.2022 12:00,5071,2063,12009,4606,2665,4049,13907,11152,10654,3108,3142,69092,3336,5331,8667,0,33,2145,161,749,856,247,66,59,1577,3143,1262,995,0,265,3,578,0,0,1280,486,93,182,33094,502
2022,1,4,14,04.01.2022 13:00,5081,1963,12250,5503,2633,4047,13951,11008,10674,1424,3150,69118,2566,5410,7976,0,47,2246,107,765,1200,293,155,15,1583,2181,967,1185,209,204,0,560,0,0,1141,527,1,180,33045,494
2022,1,4,15,04.01.2022 14:00,5078,2116,12924,5624,1421,4045,14009,10483,10739,815,2943,67330,2867,5535,8402,0,45,2099,563,799,936,375,246,42,1581,2819,909,982,186,203,0,554,14,0,1050,529,5,179,32383,490
2022,1,4,16,04.01.2022 15:00,5091,2036,13585,6212,474,4053,14153,10212,10797,410,3076,67084,3014,5991,9005,0,0,2021,998,799,1053,382,99,55,1626,3029,1008,1203,0,373,181,552,17,0,990,591,19,181,32551,490
2022,1,4,17,04.01.2022 16:00,5089,2000,14443,6165,23,4060,14143,10278,10780,1713,3008,67248,4455,5486,9941,0,0,2901,766,800,946,481,290,207,1793,2660,607,1162,101,601,55,563,19,0,891,566,18,167,32482,487
2022,1,4,18,04.01.2022 17:00,5097,1953,15401,6017,0,4061,14162,10366,10975,3339,3009,69071,5309,4468,9777,0,240,1707,395,770,887,180,556,189,1550,3162,10,1961,0,468,36,585,20,0,750,755,24,190,32648,483
2022,1,4,19,04.01.2022 18:00,5094,1937,15409,6061,0,4062,14170,10297,10893,3203,3008,68669,5466,4688,10154,0,615,1779,203,786,916,0,529,162,1545,3989,171,1770,0,218,0,591,23,0,670,859,16,185,32569,482
2022,1,4,20,04.01.2022 19:00,5096,1926,15768,6300,0,4071,14107,10134,10660,1443,2997,67016,5486,4944,10430,0,615,2010,338,797,922,115,561,265,1504,4029,240,1600,0,391,124,564,36,0,560,659,44,179,32263,476
2022,1,4,21,04.01.2022 20:00,5101,1976,15694,6623,0,4077,14144,9882,9587,1841,3003,64091,7836,4346,12182,0,615,2604,193,800,842,114,308,224,1456,5424,349,1503,26,7,40,525,29,0,470,981,18,156,31711,474
2022,1,4,22,04.01.2022 21:00,5091,1935,15416,6706,0,4084,14181,9745,8304,1074,3000,62078,7459,4799,12258,0,615,1640,68,799,707,486,269,311,1412,6154,810,1404,0,0,577,483,29,178,312,803,0,141,31163,476
2022,1,4,23,04.01.2022 22:00,5087,1943,15279,6882,0,4087,14282,9357,7969,1202,3019,59672,9435,4967,14402,0,615,1882,176,799,556,119,515,57,1355,7099,1035,2853,0,0,424,497,20,681,215,415,56,138,30866,475
2022,1,4,24,04.01.2022 23:00,5075,1964,15369,7312,0,4084,14504,8438,7369,673,3013,57769,10032,4055,14087,0,615,2106,356,799,545,468,208,374,1327,6065,283,2102,0,0,668,460,18,1098,35,615,0,98,30135,469
2022,1,5,1,05.01.2022 00:00,5069,1977,16401,7267,0,4086,14370,7011,5772,320,2824,56356,8740,4279,13019,0,615,3296,533,800,333,713,383,0,1295,4393,75,1372,0,0,1007,414,27,1241,0,790,11,105,27992,452
2022,1,5,2,05.01.2022 01:00,5053,1957,18228,7087,0,4091,13613,6054,5827,129,2772,56496,8315,3213,11528,0,316,3436,652,800,378,568,282,0,1292,3141,25,929,20,20,168,390,36,1278,18,966,26,97,26320,425
2022,1,5,3,05.01.2022 02:00,5024,1942,20879,6736,0,4093,12657,5393,5787,93,2773,57412,7963,2970,10933,0,316,3059,156,800,518,778,347,0,1289,3016,43,1133,20,0,202,379,44,1235,23,533,12,85,24700,396
2022,1,5,4,05.01.2022 03:00,5007,1947,23494,6387,0,4095,12255,4158,5780,109,2759,57787,8202,2564,10767,0,316,2806,64,800,518,958,249,0,1286,2810,75,1167,0,74,0,376,44,1202,10,574,2,75,23220,368
2022,1,5,5,05.01.2022 04:00,5002,1909,24979,6165,0,4095,12723,4385,5800,129,2746,58896,9036,2312,11348,0,316,2957,21,800,525,937,74,0,1285,3159,0,1039,1,285,0,384,41,1190,46,597,3,79,23913,368
2022,1,5,6,05.01.2022 05:00,4990,1904,26903,6181,0,4092,12979,5752,6193,139,2742,60652,11224,2841,14065,0,0,4338,564,800,517,1379,257,421,1371,3430,63,819,24,493,0,415,35,1105,0,865,10,95,25450,370
2022,1,5,7,05.01.2022 06:00,4976,1935,29232,5961,0,4079,13692,6526,6395,450,2750,63447,12549,2706,15255,0,0,5155,572,800,1008,955,186,75,473,4409,0,1123,0,945,434,447,33,1115,0,231,0,99,26962,372
2022,1,5,8,05.01.2022 07:00,4984,1951,30834,5890,0,4078,14169,7003,6797,543,2806,66564,12490,1328,13818,0,0,2874,11,800,1008,1609,142,1202,102,3849,0,724,0,51,0,510,28,1182,1,1017,36,101,28099,374
2022,1,5,9,05.01.2022 08:00,4988,2023,32123,5883,169,4084,13550,7017,7031,1249,2811,68521,12408,1827,14235,0,0,2636,25,800,1008,1400,595,1728,101,4151,0,735,0,0,13,545,26,1240,59,1000,0,130,27516,361
2022,1,5,10,05.01.2022 09:00,5006,2034,33247,5923,1471,4085,13061,6844,7016,1654,2809,69714,13436,1040,14476,315,0,2965,1,800,1008,1400,0,1622,0,3881,0,728,0,0,0,554,31,1211,0,1000,0,113,26822,344
2022,1,5,11,05.01.2022 10:00,5011,1985,34707,5937,3795,4081,12575,6901,6937,624,2795,72139,13209,1040,14249,315,0,2687,0,800,1008,1400,0,1621,0,3991,0,697,0,0,0,556,32,1182,0,1000,0,94,26276,324
2022,1,5,12,05.01.2022 11:00,5032,2056,35751,5930,5801,4086,12939,6490,6831,254,2702,73893,13979,1040,15019,315,0,3380,1,799,1008,1299,0,1631,0,4044,0,654,0,202,0,561,31,1134,0,1000,0,98,26177,312
2022,1,5,13,05.01.2022 12:00,5050,1988,36637,5946,6564,4087,12657,5955,6570,236,2613,74930,13372,1039,14411,315,0,3646,1,800,1008,1286,0,1635,0,3301,0,597,0,115,0,553,30,1163,0,1000,0,96,25193,299
2022,1,5,14,05.01.2022 13:00,5064,2016,37451,5904,5612,4084,12150,5830,6634,269,2612,74388,13237,1037,14274,315,0,3498,1,800,1008,1326,0,1642,0,3287,0,626,0,175,0,539,28,1066,0,1000,0,97,24548,293
2022,1,5,15,05.01.2022 14:00,5067,2009,37668,5322,3570,4083,12265,6353,6826,308,2672,72503,13640,1037,14677,315,0,3481,0,800,1008,1389,0,1636,0,3813,0,661,0,13,0,532,29,1037,0,1000,0,107,25266,307
2022,1,5,16,05.01.2022 15:00,5087,2023,36709,5250,1276,4084,12261,7013,7150,483,2728,71262,12803,1747,14550,294,0,3110,2,800,1208,1300,0,1693,0,4124,500,676,0,0,0,526,37,1027,0,1000,0,119,26007,325
2022,1,5,17,05.01.2022 16:00,5086,2090,35514,5126,96,4082,12139,7433,7578,1640,2935,70758,12960,1434,14394,0,0,3700,3,799,1208,1300,0,1705,155,4315,0,553,0,0,0,536,35,486,33,1000,0,137,26662,339
2022,1,5,18,05.01.2022 17:00,5094,2001,33805,5074,0,4084,12135,7593,7816,3169,3084,72868,10987,2114,13101,0,0,2413,42,799,1308,1500,254,1395,399,4721,0,700,0,0,0,573,31,0,80,1000,0,148,27081,351
2022,1,5,19,05.01.2022 18:00,5092,1982,33472,4930,0,4084,12360,7599,7586,2208,3076,72755,9634,2631,12265,0,0,2018,41,799,1308,1660,673,700,113,4762,0,748,0,0,110,578,25,0,361,1000,0,140,27237,356
