Year,Month,Day,Hour,Date/Time,Biomass,Hydro,Wind onshore,Wind offshore,PV,Nuclear,Lignite,Hard Coal,Natural Gas,Pump,Others,Consumption,Exportsaldo,Imports,Exports,DE>SE,SE>DE,DE>AT,AT>DE,DE>CH,CH>DE,DE>CZ,CZ>DE,DE>DK,DK>DE,DE>FR,FR>DE,DE>NL,NL>DE,DE>PL,PL>DE,DE>LX,LX>DE,Day-Ahead Spot price €/MWh,Emissions of power production t CO2,Emission factor g/kWh
2019,1,11,22,01/11/2019 21:00:00,5348.57390938664,2126.02542721622,21911.761940695,4107.98418858106,0,8995.65375724374,13458.6083266731,8007.14564339532,12912.8604666077,212,2380.11504140875,68196.7287012075,11264,766,12030,76,0,3910,0,800,0,1217,275,1500,451,2695,0,1058,0,236,10,538,30,44.93,29338.8863110977,384.542701329903
2019,1,11,23,01/11/2019 22:00:00,5298.70750602093,2164.99534339737,21288.6907155939,3986.54024515466,0,8999.91555569629,13504.4348945721,7813.90237858599,11323.1104666077,365.5,2342.80916301676,65674.6062686458,11414,541,11955,1,0,3531,0,800,0,1050,170,1686,338,3113,0,1046,2,160,0,568,31,46.4,28579.2355947963,386.837798568101
2019,1,11,24,01/11/2019 23:00:00,5300.85229756354,2166.79950618353,21022.1688201222,3805.74026393907,0,9036.01549552973,13024.4343290931,7123.47721257951,10522.999053016,267,2324.65363553266,62770.1406135594,11824,588,12412,76,0,4106,0,800,0,808,170,1584,387,3159,0,1348,2,0,0,531,29,43.46,27166.3265904191,379.370661425471
2019,1,12,1,01/12/2019 00:00:00,5279.40438213743,2194.22278053323,20357.644284943,3742.41060018911,0,9172.64374003821,13061.3574495146,7005.20367375363,10074.7762258327,287,2334.85057562647,61451.5137125683,12058,1664,13722,0,0,3007,19,801,1,677,439,20,960,8569,57,107,2,40,157,501,29,47.24,26959.5910156185,382.072770332524
2019,1,12,2,01/12/2019 01:00:00,5264.12274239632,2135.76790626151,19626.9979054674,3788.6040019832,0,9221.2783812027,12916.5454949538,6734.82549231872,10093.9419850576,44.25,2353.75222067841,59061.0861303197,13119,1795,14914,0,0,2706,0,800,0,720,846,74,752,6917,14,3220,2,0,150,477,31,45.88,26616.7007287715,382.543451003363
2019,1,12,3,01/12/2019 02:00:00,5274.31050222372,2145.87121786403,18939.0764099988,3653.74907093916,0,9188.18676968872,12776.9708624387,6748.62858266224,10029.8305714659,4.75,2348.52939770353,57929.9033849847,13180,1818,14998,0,0,3400,206,800,0,741,740,31,532,9274,0,292,2,0,308,460,30,44.61,26443.9643865826,385.49995134391
2019,1,12,4,01/12/2019 03:00:00,5276.18719482351,2163.19118061121,18309.6473152539,3689.76005620875,0,9206.73812765867,12785.8743099162,6367.55502964887,9960.10774428249,23.25,2358.72633779734,57052.0372962009,13089,1498,14587,0,0,2495,22,800,0,780,839,722,443,6324,0,3010,93,0,75,456,26,42.9,26131.9197644238,386.297176702505
2019,1,12,5,01/12/2019 04:00:00,5276.99149165199,2087.77717614953,18025.3233847792,4125.86550540458,0,9178.66039667712,12945.6126323069,5442.20667897222,9917.80067632401,4.25,2361.21339635681,56368.7013386224,12997,1928,14925,0,0,3403,656,800,0,835,694,1419,247,7916,48,94,58,0,198,458,27,42.03,25538.9273769176,381.631144171543
2019,1,12,6,01/12/2019 05:00:00,5286.91115253657,2075.86970176085,18803.2723144053,4249.04791018883,0,9116.23758404847,12434.1881345543,4817.00788105966,9857.07784914062,38.25,2330.12516436349,54324.9876920581,14683,608,15291,61,0,3245,27,800,0,757,380,1554,146,7551,22,784,3,70,0,469,30,39.33,24401.2668029471,366.290589636623
2019,1,12,7,01/12/2019 06:00:00,5277.25959059482,2081.64302267657,20043.3112097492,4234.64351608099,0,9156.34862830784,11877.9845333119,4938.25855701846,10367.1593675905,727.75,2346.29104500001,54460.6494703303,16590,859,17449,61,0,3359,1,800,0,1161,560,1628,128,7128,100,2718,0,165,40,429,30,42.98,24108.6851161205,354.724551724039
2019,1,12,8,01/12/2019 07:00:00,5320.42352038987,2050.97225531178,21128.9810301395,4015.34903337033,0,9139.80282255085,11857.2971112318,5187.25548086242,10529.5751268154,1684,2296.79857966665,57625.4549603386,15585,189,15774,61,0,3514,0,800,0,1111,142,1505,5,6158,0,1835,9,340,0,450,33,41.23,24275.9252976426,351.66685866213
2019,1,12,9,01/12/2019 08:00:00,5332.75607175988,2025.35314374824,21956.5213429879,4087.37100390951,65.5014653939517,8977.60378732702,12143.778627126,5984.85758365391,10571.2707811822,2441.25,2328.88163508375,61333.1454421723,14582,90,14672,61,0,3788,0,800,0,1214,38,1510,10,5147,0,1322,9,350,0,480,33,42.12,25303.0549560656,357.297390965327
2019,1,12,10,01/12/2019 09:00:00,5316.6701351903,2032.5697948929,22955.9784510071,4230.91824174276,537.165705956137,8824.17904303493,12704.1720860049,6007.59208539618,10607.6294724486,2166.75,2346.53975085596,64088.1647665297,13642,77,13719,61,0,3116,0,801,1,1455,45,1500,0,4787,0,1114,0,385,0,500,31,45.1,25973.6464903646,356.839056972402
2019,1,12,11,01/12/2019 10:00:00,5319.88732250421,2015.61066470295,24854.438326672,4406.50283888482,1213.11935293143,8828.19014746086,12626.3978536277,5992.97704856186,10516.8224044901,1863.75,2385.83527609552,66460.5312359315,13563,76,13639,61,0,3222,19,800,0,1574,25,1500,0,4316,0,1223,0,423,0,520,32,44.27,25901.8624831011,344.06558229869
2019,1,12,12,01/12/2019 11:00:00,5332.21987387423,2023.18814840484,27680.1299112015,4205.08967299768,1493.1112726277,8840.4741547653,12246.9538714242,5506.0798029148,10271.3224044901,1005.5,2351.016456263,67775.0855689634,13180,71,13251,61,0,3477,0,800,0,1516,25,1500,0,4063,0,861,9,434,0,539,37,44.18,24946.7735816804,323.922492433568
2019,1,12,13,01/12/2019 12:00:00,5353.39969035751,2036.89978557969,29701.9324579578,4501.37315869849,1583.31001185872,8820.41863263561,12008.9175844518,5273.32180888675,9975.79523167352,191.25,2314.45669543885,68585.0750575388,13176,76,13252,61,0,3763,0,800,0,1504,33,1500,0,3174,0,1468,0,440,0,542,43,42.05,24331.7908080738,309.56554918872
2019,1,12,14,01/12/2019 13:00:00,5358.22547132839,2030.76563210673,30746.1489682699,4682.66984315918,1336.06882485942,8826.1845952479,11239.8168420559,4601.30076333831,9928.57240449013,125.25,2332.36351706701,67437.3668619229,13770,93,13863,61,0,4893,15,800,0,1383,33,1500,0,2857,0,1400,0,450,0,519,45,38.61,22954.3906353261,293.677887877351
2019,1,12,15,01/12/2019 14:00:00,5359.29786709969,2036.17812046523,31493.3258088196,4731.59511280131,837.291272802194,8830.19569967383,10577.8193354924,4608.87893058574,9705.46099089843,220,2344.79880986433,66625.8419485028,14119,80,14199,61,0,4557,27,800,0,1250,0,1500,0,4317,0,758,0,450,0,506,53,37.76,22173.2989414221,285.592420707394
2019,1,12,16,01/12/2019 15:00:00,5368.94942904144,2023.18814840484,31810.202031871,4726.87643197288,290.729864842827,8783.31591669569,10364.9221943389,4549.06553909713,9622.21099089843,258.5,2327.63810580402,66298.5986529672,13827,70,13897,61,0,4042,17,800,0,1009,0,1500,0,5007,0,590,0,391,0,497,53,33.03,21842.6253424365,283.684866248354
2019,1,12,17,01/12/2019 16:00:00,5378.06479309754,2067.57055294449,32184.0447669316,4727.37313521798,23.0865820650813,8814.40197599671,10629.1450915393,4622.14072326873,9657.5180588569,426.25,2368.92327789115,66989.5189578095,13909,70,13979,61,0,4037,15,800,0,1019,0,1500,0,5185,0,486,0,381,0,510,55,35.84,22266.5309585114,287.045846525454
2019,1,12,18,01/12/2019 17:00:00,5373.23901212667,1987.82655779602,32215.0711707938,4795.66983141892,0,8832.70263994004,10918.2452684563,4814.30139275701,9895.2680588569,1261,2392.55033420608,69240.8742663517,13245,135,13380,61,0,3984,30,800,0,992,42,1500,0,4111,0,954,9,440,0,538,54,44.24,22858.4860271731,292.209162061069
2019,1,12,19,01/12/2019 18:00:00,5379.94148569733,2007.3115158866,32396.906242609,4811.3159836395,0,8818.66377444926,10944.6937447865,4520.37676308902,9959.74088604029,1115.25,2365.93880761979,68617.1392038173,13703,119,13822,61,0,3723,14,800,0,1105,45,1500,0,5517,0,138,9,430,0,548,51,46.29,22630.2541798361,289.265605011896
2019,1,12,20,01/12/2019 19:00:00,5387.44825609646,2015.61066470295,32062.7366141262,4788.71598598755,0,8802.11796869227,10859.8491276478,4146.61072849281,9747.74088604029,699.5,2372.9025715863,66869.2328033727,14014,148,14162,61,0,4463,43,800,0,1014,45,1500,0,5076,0,300,9,421,0,527,51,40.05,22163.8038539681,286.768970569088
2019,1,12,21,01/12/2019 20:00:00,5380.47768358298,2052.41558554071,31636.2507184142,4802.37532522774,0,8793.34367776054,9903.7759882241,3659.71348284575,9506.0180588569,261.5,2331.61739949917,63467.4879199521,14860,90,14950,61,0,5310,0,800,0,1085,40,1500,0,3905,0,1360,0,440,0,489,50,38.15,20571.9373479182,273.135939233175
2019,1,12,22,01/12/2019 21:00:00,5371.09422058405,2092.10716683633,30320.9346464867,4768.10280131599,0,8793.59437178716,8955.29696576647,2897.56637681901,9197.40664526521,164.75,2348.28069184759,61377.1338867085,13532,130,13662,61,0,3674,52,800,0,1156,28,1500,0,5234,0,334,0,444,0,459,50,30.26,18830.1384782568,261.215897708681
2019,1,12,23,01/12/2019 22:00:00,5346.1610189012,2138.65456671937,29215.6825875933,4915.62366511003,0,8785.8228569619,8527.93148684574,2844.7898549173,9079.96099089843,592,2331.61739949917,60005.2444274464,13773,526,14299,61,0,5060,185,801,1,1391,289,1500,0,3328,0,1444,2,203,0,511,49,40.2,18252.2487595813,258.575250344521
2019,1,12,24,01/12/2019 23:00:00,5319.35112461856,2176.18115267159,29147.0175954393,4868.43685682574,0,8775.0430138172,7329.89406891541,2907.30973470855,8928.18381808182,186,2262.97458325791,57829.3919483361,14071,629,14700,61,0,4748,123,800,0,1715,455,1500,0,4016,0,1366,2,0,0,494,49,30.89,16865.3417192693,243.683120675489
2019,1,13,1,01/13/2019 00:00:00,5299.77990179223,2114.839617942,29226.6181233808,4883.83465742377,0,8886.8525496902,5933.62401155922,2548.15873694666,8088.37675012335,3.75,2156.03106520088,55253.8654140591,13888,251,14139,76,0,4226,0,800,0,1377,138,1767,65,3908,0,1400,2,117,0,468,46,23.35,14605.5772846873,218.825260114602
2019,1,13,2,01/13/2019 01:00:00,5273.23810645242,2138.29373416214,28182.4016130686,4800.6368638699,0,9011.19678689424,5601.05406166381,2403.63226158506,7894.04250934827,3,2194.5804728726,53168.0764099171,14334,108,14442,76,0,3747,0,800,0,1710,12,1804,50,5591,0,266,2,0,0,448,44,12.4,14112.0343802568,216.453285987906
2019,1,13,3,01/13/2019 02:00:00,5271.89761173829,2102.21047843885,26955.8414013698,4737.30720011993,0,9055.06824155293,5722.0362009171,2403.36161275479,7954.73816371504,3.25,2154.5388300652,51273.2497406719,15087,152,15239,76,0,3497,0,800,0,1800,2,1701,107,6551,0,384,2,0,0,430,41,19.01,14206.3600797124,221.50143058007
2019,1,13,4,01/13/2019 03:00:00,5261.97795085371,2061.43639947153,26314.9681412659,4608.16435639451,0,9063.34114443142,6240.53108343121,2420.68313789176,7912.65392293996,28.75,2137.12942014894,50794.6355568289,15255,230,15485,76,0,3570,7,800,0,2121,35,1625,145,6354,1,518,2,0,0,421,40,23.51,14743.727563121,231.015914962883
2019,1,13,5,01/13/2019 04:00:00,5246.96441005543,2034.7347902363,26036.4934508636,4321.31823235055,0,9035.01271942324,6161.18565444042,2430.15584695104,8008.84957730674,43.75,2150.808242226,50813.2729238533,14656,370,15026,76,0,4151,10,800,0,2200,20,1449,260,5431,38,502,2,0,0,417,40,23.25,14721.5573399941,232.843582761176
2019,1,13,6,01/13/2019 05:00:00,5269.21662231002,2023.90981351931,25498.6176789907,4672.98412987977,0,8994.90167516387,5919.22137593383,2542.74576034136,7969.84685498149,4,2171.20212241362,50618.646033534,14448,350,14798,76,0,4137,4,800,0,2000,30,1369,261,5226,10,766,2,0,0,424,43,20.01,14565.6631193644,231.676693034635
2019,1,13,7,01/13/2019 06:00:00,5271.09331490981,1991.43488336835,26060.6533555104,5174.90275905106,0,8997.40861543008,6028.15767448225,2421.49508438256,7939.84685498149,102.5,2185.62706205853,51682.1196041745,14491,119,14610,76,0,3712,2,790,50,1900,10,1638,9,5081,0,962,2,65,0,386,46,20.8,14595.8659420879,228.658613212541
2019,1,13,8,01/13/2019 07:00:00,5338.11805061641,2005.86818565766,27181.4186163349,5468.70272852639,0,8806.12907311821,5892.77289960357,2357.08066277944,7928.34685498149,132,2200.05200170343,52779.4890733215,14531,137,14668,76,0,3706,3,800,0,1598,10,1648,0,5752,75,569,2,118,0,401,47,22.14,14413.0794345981,222.105596083245
2019,1,13,9,01/13/2019 08:00:00,5326.32169713205,2007.3115158866,28827.0895949588,5527.06535982538,91.2725337456704,8516.07608431764,6020.03982531158,2351.93833500441,7893.90120061471,632.5,2192.09341431314,54759.60956111,14626,243,14869,76,0,4059,1,841,41,1696,11,1664,68,5239,69,606,2,270,0,418,51,23.68,14522.7449575,218.77604604137
2019,1,13,10,01/13/2019 09:00:00,5292.27313139309,2023.18814840484,30748.4378013417,5322.67197446765,428.17556271866,8750.72569323496,6064.03333049459,2353.29157915573,7996.6240277981,1176.75,2190.8498850334,58357.0211340428,13990,56,14046,76,0,4732,0,800,0,1760,0,1708,0,3179,0,912,2,439,0,440,54,25.05,14608.4429064636,212.817149975884
2019,1,13,11,01/13/2019 10:00:00,5296.29461553549,2026.79647397717,32692.1657088711,5094.68518496777,931.248292834502,8974.34476498095,6158.04326121306,2364.92947885713,7907.28978702302,1123.5,2163.74094673523,60986.0385149955,13747,60,13807,76,0,4982,0,800,0,1600,0,1630,0,2339,0,1475,2,439,0,466,58,26.3,14646.2444637726,206.37644583036
2019,1,13,12,01/13/2019 11:00:00,5306.21427642007,2056.7455762275,34497.8006877353,4712.96874111014,1308.15016747839,8983.3697499393,6694.60690478448,2335.42875635823,7866.37130547285,1794.25,2151.80306564979,63796.709231176,13911,70,13981,76,0,5086,0,800,0,1800,0,1562,0,2568,0,1108,9,490,0,491,61,30.81,15173.7502037672,207.431111842941
2019,1,13,13,01/13/2019 12:00:00,5305.94617747724,2106.90130168287,35851.0096627403,4366.02152440935,1431.09963940638,8977.3530933004,6302.33148356926,2275.0740672091,7775.92565110607,941,2191.59600260124,64272.2586035023,13252,71,13323,76,0,4687,0,800,0,1230,0,1489,0,2656,0,1420,9,470,0,495,62,27.06,14722.741786561,199.495150223383
2019,1,13,14,01/13/2019 13:00:00,5320.95971827552,2150.92287366529,36682.8733269466,4162.86989716437,1230.83696242323,8973.59268290108,5457.28957151217,2267.22525113141,7531.70282392269,288.5,2192.83953188098,63704.6126398233,12555,66,12621,62,0,4653,1,800,0,994,0,1478,0,2810,0,948,2,406,0,470,63,8.5,13708.2268672508,187.23905378396
2019,1,13,15,01/13/2019 14:00:00,5343.48002947294,2178.70698057222,37162.2566980958,4134.55781219379,773.668947808889,8859.77759481512,5414.86726294283,2416.62340543778,7576.89575596421,98.75,2168.46635799821,64090.0508453018,12038,64,12102,62,0,4287,0,800,0,735,0,1778,0,2761,0,960,2,265,0,454,62,-0.08,13764.6315036199,187.90297389201
2019,1,13,16,01/13/2019 15:00:00,5346.42911784403,2177.98531545775,37946.30918258,4143.49847060555,304.420744904677,8770.2798273114,5432.67415789786,2403.36161275479,7696.22727441405,86.75,2115.98942239348,64090.9251261636,12333,67,12400,62,0,4474,2,800,0,740,0,1704,0,3188,0,728,2,260,0,444,63,-0.01,13739.2289875229,186.77132768718
2019,1,13,17,01/13/2019 16:00:00,5337.31375378793,2256.28598037729,38309.2163818531,4138.77978977713,23.6234793224088,8876.82478862535,5505.21106822938,2416.08210777725,7743.50444723066,122.75,2141.60612555598,64603.1979225365,12268,66,12334,62,0,4587,0,800,0,600,0,1726,0,3384,0,636,2,89,0,450,64,-0.27,13884.8222138078,187.757421952188
2019,1,13,18,01/13/2019 17:00:00,5329.27078550314,2336.02997552576,39248.4008856482,4142.50506411536,0,8992.89612295091,5522.75609708213,2496.73545919628,7743.42020645558,724.5,2180.40423908365,66111.918835561,12605,67,12672,62,0,5049,0,800,0,600,0,1640,0,3367,0,566,2,94,0,494,65,21.55,14027.9220766862,186.71657947521
2019,1,13,19,01/13/2019 18:00:00,5333.82846753119,2293.09090121505,40350.8554818984,4136.79297679673,0,8915.431668725,5404.13075274936,2614.19705153137,7775.03162004727,511.25,2190.35247332151,67040.9613938159,12484,65,12549,62,0,5279,0,800,0,600,0,1624,0,2237,0,1346,2,89,0,512,63,24.04,14019.36101864,184.197330596892
2019,1,13,20,01/13/2019 19:00:00,5337.0456548451,2312.57585930562,40919.249028062,4113.94462752224,0,8746.96528283564,5193.0666743118,2632.6011719894,7626.69737927219,174.5,2200.79811927127,66583.4437974152,12674,65,12739,62,0,5153,0,800,0,600,0,1570,0,2595,0,1368,2,94,0,497,63,15.91,13761.7660676689,180.601553513529
2019,1,13,21,01/13/2019 20:00:00,5323.64070770378,2453.66138918369,40873.2180518402,3571.54468387548,0,8450.1435553163,5016.83078747745,2357.35131160971,7691.11586082235,34.25,2180.65294493959,66015.4092927686,11937,65,12002,62,0,4626,0,800,0,600,0,1700,0,2274,0,1374,2,94,0,472,63,-0.02,13342.7874090951,177.763012048941
2019,1,13,22,01/13/2019 21:00:00,5334.63276435966,2454.74388685539,40559.9022357894,3687.27653998326,0,7838.95151841413,5247.79668968828,2370.6131042927,7660.25444723066,33.25,2186.87059133826,65568.2917779518,11806,65,11871,62,0,4590,0,800,0,600,0,1632,0,2715,0,938,2,94,0,440,63,-0.33,13603.8554302618,182.598022676098
2019,1,13,23,01/13/2019 22:00:00,5304.60568276311,2485.77548677741,38787.836808645,3800.276528243,0,7615.33244666814,5196.99466584599,2629.89468368675,7957.62130547285,33.75,2200.79811927127,64392.8857273735,11620,263,11883,62,0,4584,0,800,0,800,0,1438,196,2243,0,1312,2,154,0,490,65,3.04,13892.3975279572,189.811091396733
2019,1,13,24,01/13/2019 23:00:00,5310.50385950529,2562.99365402525,37035.099305218,3832.8105907969,0,7524.07982097808,5143.5739809809,2440.98180016165,7991.45554624794,5.75,2200.05200170343,62748.3005596175,11299,373,11672,62,0,4260,0,800,0,1000,0,1360,305,2346,0,1376,2,0,0,468,66,-7.28,13691.2321701681,191.957512234263
2019,1,14,1,01/14/2019 00:00:00,5276.45529376634,2575.26196097117,36917.605874199,3948.29409528213,0,7393.21753908188,5292.57579317814,2059.90824714828,8148.78978702302,79.5,2160.75647646387,60912.3650671138,12940,137,13077,76,0,4200,0,800,0,1200,0,1600,70,3991,0,766,2,0,0,444,65,-3.14,13538.6319076925,190.322800214695
2019,1,14,2,01/14/2019 01:00:00,5225.2483956865,2465.9296961296,36244.4346363041,3536.52710509609,0,7152.80196755228,5343.11595091815,1977.08970508713,8128.50989188116,79.25,2220.1971760351,59388.1045246901,12985,39,13024,61,0,4033,0,800,0,1200,0,1844,10,3886,0,772,2,0,0,428,27,-12,13607.7190727482,195.170817949297
2019,1,14,3,01/14/2019 02:00:00,5240.5300354276,2519.33291460007,35368.5745141621,3416.82162302752,0,7167.59291512292,5304.62163388301,1978.17230040819,8200.31695983963,3.75,2215.47176477211,58417.1846612432,12998,29,13027,61,0,3617,0,800,0,1200,0,2100,0,4115,0,716,2,0,0,418,27,-15.04,13586.4758699266,197.243551504255
2019,1,14,4,01/14/2019 03:00:00,5237.31284811368,2551.4470121938,34213.2224424748,3500.5161198265,0,7213.72061602119,5553.91816325343,2255.85800026027,8252.65120061471,7.5,2222.93294045051,58934.0793432089,12075,653,12728,61,0,3787,2,800,0,1200,0,1818,136,3881,450,762,2,0,0,419,63,-11.09,14115.5642463338,206.218706544609
2019,1,14,5,01/14/2019 04:00:00,5251.79019102631,2689.28504905677,33111.2764757962,3739.18202909597,0,7453.13341144431,5697.15892120052,2520.28190742935,8526.40392293996,3,2227.40964585755,59553.921553847,11665,279,11944,61,0,3549,0,800,0,1200,0,1564,215,3403,0,940,2,0,0,427,62,-4.94,14594.8913427118,212.638874893588
2019,1,14,6,01/14/2019 05:00:00,5245.08771745565,2636.24266314353,32467.3514382633,4757.92038479149,0,8290.7021543853,6292.11870558035,3035.59728025425,9101.81968216488,156.75,2329.87645850754,62058.4664845462,12255,118,12373,61,0,4135,0,800,0,600,0,1270,51,4513,2,538,2,0,0,456,63,1.59,15994.6012749159,223.796737133179
2019,1,14,7,01/14/2019 06:00:00,5243.47912379869,2729.69829546685,32808.8961955329,4231.91164823296,0,8813.90058794346,7298.20827053955,4669.50426856514,10140.1267501233,1277.5,2380.11504140875,68664.3401816116,10929,928,11857,61,0,3956,365,800,0,564,190,1041,169,3233,143,1677,0,36,0,489,61,35.9,18865.9793673344,250.403269248859
2019,1,14,8,01/14/2019 07:00:00,5249.37730054087,2678.82090489701,32339.9397305997,3734.46334826754,0,8900.39002712773,7892.38245661254,6387.04174542796,10949.3224044901,1923.75,2390.06327564661,75215.5511936101,7230,2373,9603,0,0,3160,920,800,0,596,676,47,713,2994,0,1412,9,25,0,569,55,51.22,21232.4195630889,274.801212123376
2019,1,14,9,01/14/2019 08:00:00,5257.15216988284,2675.93424443915,31410.9278182349,3618.73149215976,250.73101917193,8912.92472845879,8825.14951293338,6863.65433552494,11144.3794724486,3434.25,2395.53480447744,77610.3695977317,7179,2458,9637,0,0,2993,1046,800,0,575,437,32,912,3695,0,906,9,25,0,611,54,51.66,22718.8955763802,291.289316777645
2019,1,14,10,01/14/2019 09:00:00,5245.35581639847,2700.47085833099,30411.4707102157,3953.75783097821,1704.38034338606,8905.65460168677,9133.88964752133,7245.26918619885,11056.8794724486,3005.75,2388.81974636688,78291.6982135318,7460,2455,9915,0,58,3061,525,800,0,575,526,1056,1289,2569,0,1208,0,25,0,621,57,46.09,23323.8785325546,293.916022272615
2019,1,14,11,01/14/2019 10:00:00,5256.34787305436,2708.77000714734,30098.6635237364,4260.96878807118,3759.62304443563,8917.93860899121,8877.26086728707,7523.22553488118,11259.1865404071,1757.75,2336.5915166181,79362.3263046296,7394,2468,9862,0,224,3202,502,800,0,575,785,944,900,3092,0,596,0,25,0,628,57,50.26,23268.4337907587,285.285743988786
2019,1,14,12,01/14/2019 11:00:00,5253.66688362609,2595.46858417621,31660.1563082753,4300.705047679,5278.23693678639,8909.16431805947,8699.45378383905,7269.35693209245,11368.9365404071,638.5,2317.19245985427,80509.8377947952,7781,2336,10117,0,239,3357,680,800,0,575,210,1039,1144,2495,0,1190,9,25,0,636,54,44.49,22878.7997727711,271.82972916305
2019,1,14,13,01/14/2019 12:00:00,5275.1147990522,2594.38608650452,32412.6737593258,4456.1731633946,5637.1527533098,8925.45942978984,8700.23938214589,6517.49448161578,11189.4908860403,369.25,2319.92822426968,79766.3629654484,8631,1886,10517,0,179,3676,500,800,0,575,337,1265,822,2784,0,776,0,25,0,616,48,41.24,22203.8132112711,262.537439074808
2019,1,14,14,01/14/2019 13:00:00,5284.76636099395,2550.72534707934,33130.3500847279,4620.08523427686,4880.39606910673,8923.45387757687,9131.79471870309,6238.99683527291,10985.5995773067,369.5,2283.11975758958,79301.7878626339,9097,1488,10585,61,0,3620,95,800,0,575,327,1283,206,2895,820,714,0,25,0,612,40,38.91,22315.308664882,263.789345474591
2019,1,14,15,01/14/2019 14:00:00,5299.51180284941,2583.56110978753,32564.4996864219,4624.30721186019,3725.26161996667,8929.47053421578,9479.81476863301,6354.56388579614,11052.6267501233,1143,2242.58070307029,78039.1980727242,9960,353,10313,61,0,3200,6,800,0,575,307,1070,0,2765,0,1212,0,25,0,605,40,41.79,22753.2291501674,272.569587633909
2019,1,14,16,01/14/2019 15:00:00,5305.40997959159,2695.78003508696,31467.1313858868,4617.60171805137,1725.05088779317,8937.24204904103,10009.0461613406,6620.88233477708,11206.15392294,1902.5,2265.46164181738,77113.260116326,9639,883,10522,0,0,3100,3,800,0,601,408,851,433,3673,0,882,0,25,0,590,39,49.63,23638.84953046,290.010117762889
2019,1,14,17,01/14/2019 16:00:00,5314.79344259051,2657.53178402027,30620.0088345352,4599.4720496053,185.766451035306,8936.23927293455,10025.5437257842,7046.34229595394,11459.7952316735,2717.25,2282.37364002174,77269.1167281546,8576,1309,9885,0,0,3098,20,793,14,575,533,79,703,3935,0,782,0,25,0,598,39,50.93,24119.1598061053,302.314105396297
2019,1,14,18,01/14/2019 17:00:00,5315.32964047616,2667.63509562279,29159.7333347271,4581.09402953668,0,8941.00245944034,10260.9613517338,7527.28526733516,12023.7164355489,4620.5,2268.94352380063,79520.2011382216,7846,1792,9638,0,92,3213,7,800,0,575,725,229,920,3811,0,354,9,25,0,631,39,51.25,24959.0223902792,314.733273943495
2019,1,14,19,01/14/2019 18:00:00,5341.60333687315,2612.78854692339,28380.0042016007,4592.02150092884,0,8932.22816850861,10469.9305013531,8175.21856699,12439.1077442825,4168,2289.0886981323,79478.9912655926,7921,2061,9982,0,298,3132,0,800,0,585,703,528,1015,2771,0,1454,9,75,0,637,36,50.93,25900.9895938585,324.613606443709
2019,1,14,20,01/14/2019 19:00:00,5340.53094110185,2539.53953780512,27783.8903437897,4605.43248854648,0,8926.96359394956,10552.156457469,8023.11392438097,12082.9392627323,2879,2292.8192859715,77701.3858357466,7325,2945,10270,0,338,3001,67,800,0,565,583,837,1294,2951,620,1468,9,35,0,613,34,50.52,25738.9630016393,326.708778043001
2019,1,14,21,01/14/2019 20:00:00,5336.77755590228,2588.61276558879,27529.3212432485,4582.08743602688,0,8948.52328023898,10714.5134408825,7387.0891732578,11843.7735035074,649,2282.37364002174,73742.0720386749,8120,2135,10255,0,80,2797,23,801,3,575,629,786,1371,3099,0,1602,0,25,0,570,29,49.61,25291.6760900276,324.170263120308
2019,1,14,22,01/14/2019 21:00:00,5316.40203624747,2620.36603062528,27357.9130776493,4480.01491915929,0,8947.26981010587,10725.249951076,7242.83334672646,11708.7735035074,307.75,2299.03693237016,71097.6096074672,9908,1158,11066,76,0,2315,12,800,0,588,341,931,783,4070,0,1736,0,32,0,518,22,44.3,25161.5729455242,324.16756530048
2019,1,14,23,01/14/2019 22:00:00,5282.88966839417,2605.57189577874,26506.9758045113,4584.07424900727,0,8941.50384749359,10686.7556340409,6991.12993457984,11186.4392627323,233.75,2286.10422786094,69053.194524399,10252,1353,11605,62,0,2370,234,800,0,528,262,805,838,4619,0,1826,2,49,0,546,17,41.29,24699.0418257926,324.640754244035
2019,1,14,24,01/14/2019 23:00:00,5257.68836776849,2688.20255138507,25781.9243503223,4926.05443325708,0,8936.74066098779,10317.262563724,6242.78591889662,10582.6620899157,36.25,2278.64305218255,66013.2139884396,11035,939,11974,62,0,2922,165,799,1,621,301,966,458,4285,0,1806,2,0,0,513,12,37.26,23450.0963544331,316.238012217504
2019,1,15,1,01/15/2019 00:00:00,5244.28342062717,2614.59270970956,25364.3394721118,5150.31594841872,0,8937.74343709427,10934.4809667976,5608.65570958531,10072.9392627323,9,2244.81905577381,63911.1699828506,12270,1305,13575,71,0,2449,8,800,0,1167,677,1507,307,6561,300,522,2,0,0,498,11,35.18,23363.2533484938,318.280739416789
2019,1,15,2,01/15/2019 01:00:00,5233.82756185694,2557.22033310953,25814.9852724706,5280.20384701179,0,8925.45942978984,10465.2169115121,5284.68905975789,10330.4120899157,6,2286.35293371689,62554.3674391412,13630,799,14429,1,0,2742,83,800,0,1353,406,1679,295,5501,0,1877,2,0,0,476,13,35.82,22746.2976794119,309.601915148766
